"response_id","customer_id","date_key","year_month","nps_score","nps_category","nps_value","reason","feature_request","plan_tier","country","acquisition_channel","submitted_at"
"34894e59-df7","2f864161-5728-4952-86ba-dfb086b15d72",20241201,"2024-12",4,"Detractor",-1,"Support was slow","More integrations","pro","GB","google_ads","2024-12-01 11:19:20+01"
"739b1d9b-bb7","2f864161-5728-4952-86ba-dfb086b15d72",20250301,"2025-03",8,"Passive",0,"Decent price","","pro","GB","google_ads","2025-03-01 15:18:18+01"
"07a403c3-1ae","2f864161-5728-4952-86ba-dfb086b15d72",20250601,"2025-06",9,"Promoter",1,"Super easy to use","More integrations","pro","GB","google_ads","2025-06-01 02:24:35+01"
"ee67206e-40a","4bd6cd9e-818c-4ca3-abeb-c6d3f6b92c8b",20240901,"2024-09",10,"Promoter",1,"Love the kanban board","Bulk actions","starter","NG","organic_search","2024-09-01 14:11:15+01"
"490b5b19-716","4bd6cd9e-818c-4ca3-abeb-c6d3f6b92c8b",20241201,"2024-12",10,"Promoter",1,"Best tool for my team","Bulk actions","starter","NG","organic_search","2024-12-01 19:17:36+01"
"02699356-010","4bd6cd9e-818c-4ca3-abeb-c6d3f6b92c8b",20250301,"2025-03",10,"Promoter",1,"Saves me hours every week","Mobile app improvements","starter","NG","organic_search","2025-03-01 03:17:29+01"
"04221593-615","4bd6cd9e-818c-4ca3-abeb-c6d3f6b92c8b",20250601,"2025-06",9,"Promoter",1,"Super easy to use","Bulk actions","starter","NG","organic_search","2025-06-01 17:59:33+01"
"4ad0c814-ad2","82038f1b-b219-4835-b87c-626df88a5830",20240302,"2024-03",7,"Passive",0,"Some bugs occasionally","Better reporting","pro","GB","referral","2024-03-02 00:32:28+01"
"329fbb95-7ad","82038f1b-b219-4835-b87c-626df88a5830",20240601,"2024-06",7,"Passive",0,"Good but missing a few features","Bulk actions","pro","GB","referral","2024-06-01 22:10:22+01"
"723a4526-f94","82038f1b-b219-4835-b87c-626df88a5830",20240901,"2024-09",8,"Passive",0,"Decent price","More integrations","pro","GB","referral","2024-09-01 09:15:13+01"
"a8164404-081","82038f1b-b219-4835-b87c-626df88a5830",20241201,"2024-12",10,"Promoter",1,"Great value","More integrations","pro","GB","referral","2024-12-01 15:58:10+01"
"4d47142f-76f","82038f1b-b219-4835-b87c-626df88a5830",20250301,"2025-03",8,"Passive",0,"Good but missing a few features","Mobile app improvements","pro","GB","referral","2025-03-01 19:52:14+01"
"788dd9aa-665","82038f1b-b219-4835-b87c-626df88a5830",20250601,"2025-06",6,"Detractor",-1,"Support was slow","Better reporting","pro","GB","referral","2025-06-01 23:51:06+01"
"7e8e9c18-172","241c16a1-54e9-4cab-971f-c7d4e5ea52c1",20240301,"2024-03",10,"Promoter",1,"Clean UI, nothing bloated","API docs","starter","IN","google_ads","2024-03-01 06:54:52+01"
"e830cd27-c41","241c16a1-54e9-4cab-971f-c7d4e5ea52c1",20240601,"2024-06",9,"Promoter",1,"Clean UI, nothing bloated","Better reporting","starter","IN","google_ads","2024-06-01 20:51:23+01"
"1194da2c-a75","241c16a1-54e9-4cab-971f-c7d4e5ea52c1",20240901,"2024-09",7,"Passive",0,"Works well enough","Mobile app improvements","starter","IN","google_ads","2024-09-01 19:19:45+01"
"5e617625-16c","241c16a1-54e9-4cab-971f-c7d4e5ea52c1",20241201,"2024-12",10,"Promoter",1,"Clean UI, nothing bloated","","starter","IN","google_ads","2024-12-01 07:18:57+01"
"a14a482e-f6c","241c16a1-54e9-4cab-971f-c7d4e5ea52c1",20250301,"2025-03",10,"Promoter",1,"Love the kanban board","Better reporting","starter","IN","google_ads","2025-03-01 21:39:46+01"
"be7d4a5f-ff3","241c16a1-54e9-4cab-971f-c7d4e5ea52c1",20250601,"2025-06",6,"Detractor",-1,"Too expensive for what it offers","Bulk actions","starter","IN","google_ads","2025-06-01 12:16:54+01"
"748baae5-eee","000afff8-8cbe-4686-ac69-7dc1e68ad78e",20241201,"2024-12",10,"Promoter",1,"Clean UI, nothing bloated","More integrations","business","US","google_ads","2024-12-01 15:46:52+01"
"4f695d4b-d25","000afff8-8cbe-4686-ac69-7dc1e68ad78e",20250301,"2025-03",9,"Promoter",1,"Saves me hours every week","Bulk actions","business","US","google_ads","2025-03-01 20:02:46+01"
"0085d2ca-480","000afff8-8cbe-4686-ac69-7dc1e68ad78e",20250601,"2025-06",10,"Promoter",1,"Love the kanban board","Bulk actions","business","US","google_ads","2025-06-01 16:00:04+01"
"51a5b781-2cf","633cfcfb-b74c-4e5d-8c68-e1f8acb5a82f",20250601,"2025-06",8,"Passive",0,"Decent price","API docs","pro","CA","google_ads","2025-06-01 02:44:32+01"
"f775de9a-5b2","f3a759b1-1584-4d22-9486-863e2d487af1",20240901,"2024-09",5,"Detractor",-1,"Too expensive for what it offers","More integrations","pro","GB","referral","2024-09-01 10:36:57+01"
"cc67c18a-535","f3a759b1-1584-4d22-9486-863e2d487af1",20241201,"2024-12",9,"Promoter",1,"Best tool for my team","Bulk actions","pro","GB","referral","2024-12-01 09:20:06+01"
"ae8f085d-0cb","f3a759b1-1584-4d22-9486-863e2d487af1",20250301,"2025-03",9,"Promoter",1,"Great value","Mobile app improvements","pro","GB","referral","2025-03-01 11:46:39+01"
"b23c4668-c4c","f3a759b1-1584-4d22-9486-863e2d487af1",20250601,"2025-06",10,"Promoter",1,"Clean UI, nothing bloated","","pro","GB","referral","2025-06-01 06:31:41+01"
"b052cbd2-277","52a2e5b3-2b0d-47fe-8c2b-bf30790e2afa",20240601,"2024-06",5,"Detractor",-1,"Missing integrations I need","","business","NG","referral","2024-06-01 07:36:58+01"
"1dc01caf-ff8","52a2e5b3-2b0d-47fe-8c2b-bf30790e2afa",20240901,"2024-09",10,"Promoter",1,"Saves me hours every week","API docs","business","NG","referral","2024-09-01 15:12:39+01"
"a595cb18-cbf","52a2e5b3-2b0d-47fe-8c2b-bf30790e2afa",20241201,"2024-12",0,"Detractor",-1,"Support was slow","Better reporting","business","NG","referral","2024-12-01 12:37:44+01"
"d88fc7a9-da0","52a2e5b3-2b0d-47fe-8c2b-bf30790e2afa",20250301,"2025-03",8,"Passive",0,"Good but missing a few features","More integrations","business","NG","referral","2025-03-01 23:47:29+01"
"8541dca3-37e","52a2e5b3-2b0d-47fe-8c2b-bf30790e2afa",20250601,"2025-06",10,"Promoter",1,"Super easy to use","","business","NG","referral","2025-06-01 11:43:27+01"
"61430224-343","c66d6c1a-fe08-4912-a245-bc0b8dd0ec9c",20250301,"2025-03",8,"Passive",0,"Some bugs occasionally","Mobile app improvements","pro","GB","google_ads","2025-03-01 22:49:22+01"
"a80dccd9-71a","c66d6c1a-fe08-4912-a245-bc0b8dd0ec9c",20250601,"2025-06",8,"Passive",0,"Good but missing a few features","","pro","GB","google_ads","2025-06-01 03:05:09+01"
"b107a775-be1","4d19a24a-9697-472f-be15-4cd94fe5933a",20250301,"2025-03",6,"Detractor",-1,"Support was slow","Better reporting","pro","NG","organic_search","2025-03-01 13:41:56+01"
"542c1ec6-baa","4d19a24a-9697-472f-be15-4cd94fe5933a",20250601,"2025-06",6,"Detractor",-1,"Support was slow","","pro","NG","organic_search","2025-06-01 08:39:30+01"
"b4d82433-1ef","3937551c-74cf-4dd2-8dfe-57f91ec0637c",20240601,"2024-06",10,"Promoter",1,"Saves me hours every week","","starter","US","google_ads","2024-06-01 11:39:55+01"
"97e991dd-77a","3937551c-74cf-4dd2-8dfe-57f91ec0637c",20240901,"2024-09",10,"Promoter",1,"Great value","Mobile app improvements","starter","US","google_ads","2024-09-01 13:19:49+01"
"fbbcaba2-7be","3937551c-74cf-4dd2-8dfe-57f91ec0637c",20241201,"2024-12",7,"Passive",0,"Good but missing a few features","More integrations","starter","US","google_ads","2024-12-01 16:48:56+01"
"65f5a527-d6d","3937551c-74cf-4dd2-8dfe-57f91ec0637c",20250301,"2025-03",10,"Promoter",1,"Clean UI, nothing bloated","API docs","starter","US","google_ads","2025-03-01 16:29:47+01"
"84063855-9c1","3937551c-74cf-4dd2-8dfe-57f91ec0637c",20250601,"2025-06",4,"Detractor",-1,"Keeps crashing on mobile","API docs","starter","US","google_ads","2025-06-01 21:57:12+01"
"781a1755-397","e542bc3f-ed8f-415e-8526-d62a76ca8393",20241202,"2024-12",10,"Promoter",1,"Best tool for my team","Mobile app improvements","pro","US","google_ads","2024-12-02 00:50:51+01"
"3bfafe91-3bb","e542bc3f-ed8f-415e-8526-d62a76ca8393",20250301,"2025-03",4,"Detractor",-1,"Missing integrations I need","Mobile app improvements","pro","US","google_ads","2025-03-01 01:36:20+01"
"cac76271-cf0","e542bc3f-ed8f-415e-8526-d62a76ca8393",20250601,"2025-06",10,"Promoter",1,"Love the kanban board","Bulk actions","pro","US","google_ads","2025-06-01 03:14:40+01"
"6be81f89-1db","c4ec93f5-b2ba-4dcc-8c71-d1c07af19ff1",20240301,"2024-03",10,"Promoter",1,"Great value","More integrations","starter","US","google_ads","2024-03-01 07:43:30+01"
"b6abc79d-f61","c4ec93f5-b2ba-4dcc-8c71-d1c07af19ff1",20240601,"2024-06",10,"Promoter",1,"Love the kanban board","Bulk actions","starter","US","google_ads","2024-06-01 14:20:08+01"
"dc26f52e-4e1","c4ec93f5-b2ba-4dcc-8c71-d1c07af19ff1",20240901,"2024-09",9,"Promoter",1,"Love the kanban board","Bulk actions","starter","US","google_ads","2024-09-01 11:38:36+01"
"d6bd670e-a8c","c4ec93f5-b2ba-4dcc-8c71-d1c07af19ff1",20241201,"2024-12",10,"Promoter",1,"Super easy to use","API docs","starter","US","google_ads","2024-12-01 06:18:47+01"
"45044120-c0e","c4ec93f5-b2ba-4dcc-8c71-d1c07af19ff1",20250301,"2025-03",9,"Promoter",1,"Love the kanban board","API docs","starter","US","google_ads","2025-03-01 03:21:03+01"
"99c1a64a-d30","c4ec93f5-b2ba-4dcc-8c71-d1c07af19ff1",20250601,"2025-06",10,"Promoter",1,"Super easy to use","API docs","starter","US","google_ads","2025-06-01 17:18:57+01"
"7f25f973-27b","f8bba4ad-e30e-4a35-9f68-1010d31c99d3",20241201,"2024-12",8,"Passive",0,"Works well enough","API docs","starter","GB","product_hunt","2024-12-01 12:47:24+01"
"f0538097-76a","f8bba4ad-e30e-4a35-9f68-1010d31c99d3",20250301,"2025-03",7,"Passive",0,"Good but missing a few features","Bulk actions","starter","GB","product_hunt","2025-03-01 14:59:08+01"
"2f703023-b49","f8bba4ad-e30e-4a35-9f68-1010d31c99d3",20250601,"2025-06",8,"Passive",0,"Some bugs occasionally","","starter","GB","product_hunt","2025-06-01 08:46:02+01"
"8d13dd63-37e","adea8e2e-31ce-443c-83a8-1332fd2d6684",20241201,"2024-12",10,"Promoter",1,"Love the kanban board","Better reporting","business","GH","google_ads","2024-12-01 02:04:06+01"
"86e6e1d6-b42","adea8e2e-31ce-443c-83a8-1332fd2d6684",20250301,"2025-03",8,"Passive",0,"Good but missing a few features","","business","GH","google_ads","2025-03-01 20:01:46+01"
"1addb296-39a","adea8e2e-31ce-443c-83a8-1332fd2d6684",20250601,"2025-06",9,"Promoter",1,"Great value","Bulk actions","business","GH","google_ads","2025-06-01 13:31:59+01"
"785a062b-654","b1334a9f-c558-4113-bec1-4b6e11ede846",20240301,"2024-03",8,"Passive",0,"Good but missing a few features","","business","ZA","organic_search","2024-03-01 01:45:10+01"
"f894798d-d8a","b1334a9f-c558-4113-bec1-4b6e11ede846",20240601,"2024-06",4,"Detractor",-1,"Missing integrations I need","More integrations","business","ZA","organic_search","2024-06-01 01:22:32+01"
"3ffd41c3-f31","b1334a9f-c558-4113-bec1-4b6e11ede846",20240901,"2024-09",5,"Detractor",-1,"Too expensive for what it offers","Mobile app improvements","business","ZA","organic_search","2024-09-01 12:10:56+01"
"b8a823e7-7c4","b1334a9f-c558-4113-bec1-4b6e11ede846",20241201,"2024-12",9,"Promoter",1,"Saves me hours every week","More integrations","business","ZA","organic_search","2024-12-01 15:00:08+01"
"ddeba57b-2d0","b1334a9f-c558-4113-bec1-4b6e11ede846",20250301,"2025-03",10,"Promoter",1,"Great value","Bulk actions","business","ZA","organic_search","2025-03-01 18:49:41+01"
"b3b6b698-282","b1334a9f-c558-4113-bec1-4b6e11ede846",20250601,"2025-06",8,"Passive",0,"Some bugs occasionally","API docs","business","ZA","organic_search","2025-06-01 04:12:38+01"
"fbbe923a-4ff","b461f244-8413-4af9-ad41-b94d1db6654e",20240601,"2024-06",9,"Promoter",1,"Love the kanban board","","pro","NG","linkedin_ads","2024-06-01 16:43:30+01"
"b0b4c699-aa0","b461f244-8413-4af9-ad41-b94d1db6654e",20240901,"2024-09",8,"Passive",0,"Works well enough","Mobile app improvements","pro","NG","linkedin_ads","2024-09-01 08:51:09+01"
"beaf324e-140","b461f244-8413-4af9-ad41-b94d1db6654e",20241201,"2024-12",8,"Passive",0,"Some bugs occasionally","","pro","NG","linkedin_ads","2024-12-01 22:45:51+01"
"1a9d20fd-011","b461f244-8413-4af9-ad41-b94d1db6654e",20250301,"2025-03",10,"Promoter",1,"Great value","API docs","pro","NG","linkedin_ads","2025-03-01 11:36:56+01"
"1f20dacd-c78","b461f244-8413-4af9-ad41-b94d1db6654e",20250601,"2025-06",6,"Detractor",-1,"Keeps crashing on mobile","API docs","pro","NG","linkedin_ads","2025-06-01 05:50:02+01"
"4a54457a-3d2","b352c753-948a-412f-ad01-476b7892915f",20240601,"2024-06",10,"Promoter",1,"Love the kanban board","Better reporting","starter","NG","referral","2024-06-01 08:39:49+01"
"13718920-b7b","b352c753-948a-412f-ad01-476b7892915f",20240901,"2024-09",9,"Promoter",1,"Super easy to use","API docs","starter","NG","referral","2024-09-01 04:45:40+01"
"fd9a0a79-685","b352c753-948a-412f-ad01-476b7892915f",20241201,"2024-12",9,"Promoter",1,"Best tool for my team","More integrations","starter","NG","referral","2024-12-01 04:40:42+01"
"22e1e615-c35","b352c753-948a-412f-ad01-476b7892915f",20250301,"2025-03",10,"Promoter",1,"Clean UI, nothing bloated","Bulk actions","starter","NG","referral","2025-03-01 08:29:08+01"
"e063ed88-c20","b352c753-948a-412f-ad01-476b7892915f",20250601,"2025-06",9,"Promoter",1,"Great value","Better reporting","starter","NG","referral","2025-06-01 08:41:08+01"
"2251f53c-e11","cc0d6cfd-d404-463e-a6e1-471db0563291",20240601,"2024-06",8,"Passive",0,"Good but missing a few features","API docs","starter","NG","google_ads","2024-06-01 15:59:08+01"
"db0d8d5e-124","cc0d6cfd-d404-463e-a6e1-471db0563291",20240901,"2024-09",9,"Promoter",1,"Clean UI, nothing bloated","Mobile app improvements","starter","NG","google_ads","2024-09-01 06:40:32+01"
"e0a95dd8-84f","cc0d6cfd-d404-463e-a6e1-471db0563291",20241201,"2024-12",10,"Promoter",1,"Love the kanban board","","starter","NG","google_ads","2024-12-01 10:41:55+01"
"81aa1a00-7d7","cc0d6cfd-d404-463e-a6e1-471db0563291",20250301,"2025-03",10,"Promoter",1,"Best tool for my team","Better reporting","starter","NG","google_ads","2025-03-01 04:53:56+01"
"25a92104-e84","cc0d6cfd-d404-463e-a6e1-471db0563291",20250601,"2025-06",10,"Promoter",1,"Love the kanban board","Better reporting","starter","NG","google_ads","2025-06-01 05:32:36+01"
"c49cd71c-518","ef5f680f-285b-4a5c-b4d9-23c8f1457dce",20250302,"2025-03",9,"Promoter",1,"Great value","Mobile app improvements","business","NG","google_ads","2025-03-02 00:58:02+01"
"8948828c-a4b","ef5f680f-285b-4a5c-b4d9-23c8f1457dce",20250601,"2025-06",10,"Promoter",1,"Saves me hours every week","Better reporting","business","NG","google_ads","2025-06-01 17:43:57+01"
"0870c7d1-561","e8a815e3-e8f9-439c-aae5-23c772fccea5",20240901,"2024-09",8,"Passive",0,"Works well enough","","business","GB","google_ads","2024-09-01 02:04:33+01"
"673b9364-949","e8a815e3-e8f9-439c-aae5-23c772fccea5",20241201,"2024-12",9,"Promoter",1,"Clean UI, nothing bloated","Better reporting","business","GB","google_ads","2024-12-01 20:42:23+01"
"d24bc37d-eec","e8a815e3-e8f9-439c-aae5-23c772fccea5",20250301,"2025-03",8,"Passive",0,"Some bugs occasionally","Better reporting","business","GB","google_ads","2025-03-01 06:44:12+01"
"e262a980-ee7","e8a815e3-e8f9-439c-aae5-23c772fccea5",20250601,"2025-06",8,"Passive",0,"Works well enough","","business","GB","google_ads","2025-06-01 15:23:09+01"
"1a34adf1-303","b552cb87-fda5-4727-b4e7-b191a6380ad2",20250601,"2025-06",0,"Detractor",-1,"Confusing onboarding","Better reporting","pro","DE","google_ads","2025-06-01 12:05:16+01"
"a8e2e949-5f9","ce053d99-ca3a-4263-b85c-8cc054b3818d",20250301,"2025-03",8,"Passive",0,"Decent price","","pro","NG","organic_search","2025-03-01 08:46:23+01"
"68bf48ff-8a8","ce053d99-ca3a-4263-b85c-8cc054b3818d",20250602,"2025-06",9,"Promoter",1,"Great value","","pro","NG","organic_search","2025-06-02 00:05:13+01"
"fa5fe2c6-723","1ac1b6e3-2d52-49b4-92a3-b89bab6e1d7b",20240601,"2024-06",9,"Promoter",1,"Clean UI, nothing bloated","More integrations","pro","CA","google_ads","2024-06-01 20:26:05+01"
"7517cb6a-3bc","1ac1b6e3-2d52-49b4-92a3-b89bab6e1d7b",20240901,"2024-09",10,"Promoter",1,"Clean UI, nothing bloated","Bulk actions","pro","CA","google_ads","2024-09-01 03:17:30+01"
"21ad2f3a-821","1ac1b6e3-2d52-49b4-92a3-b89bab6e1d7b",20241201,"2024-12",9,"Promoter",1,"Great value","API docs","pro","CA","google_ads","2024-12-01 09:14:02+01"
"7d7c3f12-180","1ac1b6e3-2d52-49b4-92a3-b89bab6e1d7b",20250301,"2025-03",9,"Promoter",1,"Great value","Bulk actions","pro","CA","google_ads","2025-03-01 08:21:58+01"
"c33153da-65f","1ac1b6e3-2d52-49b4-92a3-b89bab6e1d7b",20250601,"2025-06",9,"Promoter",1,"Great value","Bulk actions","pro","CA","google_ads","2025-06-01 06:46:09+01"
"30d111a6-6d5","3c75cdf6-a4cd-4661-a6e8-7899264e40d9",20240301,"2024-03",9,"Promoter",1,"Super easy to use","","pro","US","google_ads","2024-03-01 09:17:12+01"
"3216756b-4e9","3c75cdf6-a4cd-4661-a6e8-7899264e40d9",20240601,"2024-06",10,"Promoter",1,"Clean UI, nothing bloated","More integrations","pro","US","google_ads","2024-06-01 18:19:43+01"
"d0bb7e20-764","3c75cdf6-a4cd-4661-a6e8-7899264e40d9",20240901,"2024-09",7,"Passive",0,"Decent price","Mobile app improvements","pro","US","google_ads","2024-09-01 20:58:19+01"
"dbf7bb04-89a","3c75cdf6-a4cd-4661-a6e8-7899264e40d9",20241201,"2024-12",10,"Promoter",1,"Clean UI, nothing bloated","Bulk actions","pro","US","google_ads","2024-12-01 13:10:07+01"
"3522f591-893","3c75cdf6-a4cd-4661-a6e8-7899264e40d9",20250301,"2025-03",6,"Detractor",-1,"Confusing onboarding","Bulk actions","pro","US","google_ads","2025-03-01 19:32:21+01"
"6b5f5995-3c6","3c75cdf6-a4cd-4661-a6e8-7899264e40d9",20250601,"2025-06",10,"Promoter",1,"Great value","Mobile app improvements","pro","US","google_ads","2025-06-01 15:58:59+01"
"7f6a89a6-aa0","ae1cc4e5-6a91-4f83-b323-8c35deff8f62",20241201,"2024-12",8,"Passive",0,"Works well enough","API docs","starter","CA","organic_search","2024-12-01 03:34:42+01"
"0d9dc4bc-9cf","ae1cc4e5-6a91-4f83-b323-8c35deff8f62",20250301,"2025-03",10,"Promoter",1,"Super easy to use","Bulk actions","starter","CA","organic_search","2025-03-01 20:41:12+01"
"2d03459d-394","ae1cc4e5-6a91-4f83-b323-8c35deff8f62",20250601,"2025-06",7,"Passive",0,"Some bugs occasionally","Bulk actions","starter","CA","organic_search","2025-06-01 14:24:34+01"
"d3b57d88-7ae","76afafef-a2a7-4bb1-8da5-b1e79d17967d",20240601,"2024-06",9,"Promoter",1,"Super easy to use","Better reporting","pro","NG","organic_search","2024-06-01 21:19:47+01"
"88eab6af-022","76afafef-a2a7-4bb1-8da5-b1e79d17967d",20240901,"2024-09",9,"Promoter",1,"Clean UI, nothing bloated","Bulk actions","pro","NG","organic_search","2024-09-01 01:58:50+01"
"e52c71d4-974","76afafef-a2a7-4bb1-8da5-b1e79d17967d",20241201,"2024-12",9,"Promoter",1,"Clean UI, nothing bloated","API docs","pro","NG","organic_search","2024-12-01 13:01:46+01"
"2dfac83d-6a7","76afafef-a2a7-4bb1-8da5-b1e79d17967d",20250301,"2025-03",10,"Promoter",1,"Clean UI, nothing bloated","Better reporting","pro","NG","organic_search","2025-03-01 08:41:22+01"
"92bb3f5a-cc2","76afafef-a2a7-4bb1-8da5-b1e79d17967d",20250601,"2025-06",10,"Promoter",1,"Best tool for my team","Better reporting","pro","NG","organic_search","2025-06-01 18:47:56+01"
"b55a2378-0e8","47e52fa9-9936-43cc-b16f-b98806f437d6",20250301,"2025-03",9,"Promoter",1,"Love the kanban board","Better reporting","pro","US","google_ads","2025-03-01 07:35:53+01"
"acd0567a-f62","47e52fa9-9936-43cc-b16f-b98806f437d6",20250601,"2025-06",0,"Detractor",-1,"Missing integrations I need","Better reporting","pro","US","google_ads","2025-06-01 06:17:52+01"
"cc8aa0c3-e05","2f4ed0ba-0cc4-4b8e-8f8a-743126c91142",20240901,"2024-09",9,"Promoter",1,"Clean UI, nothing bloated","Better reporting","starter","CA","organic_search","2024-09-01 16:18:39+01"
"45e50d81-0a0","2f4ed0ba-0cc4-4b8e-8f8a-743126c91142",20241201,"2024-12",9,"Promoter",1,"Great value","Bulk actions","starter","CA","organic_search","2024-12-01 03:19:11+01"
"ee528522-81a","2f4ed0ba-0cc4-4b8e-8f8a-743126c91142",20250301,"2025-03",6,"Detractor",-1,"Keeps crashing on mobile","","starter","CA","organic_search","2025-03-01 04:21:14+01"
"5b1e6def-07a","2f4ed0ba-0cc4-4b8e-8f8a-743126c91142",20250601,"2025-06",8,"Passive",0,"Good but missing a few features","Bulk actions","starter","CA","organic_search","2025-06-01 15:41:30+01"
